id,slug,gene name,gene family,description,automated?
4d90d192dcdd5f44a5000071,surrealism,Surrealism,Styles and Movements,"A movement embracing the irrational as a means of creating art and experiencing life, whose founding document is the _Surrealist Manifesto_ composed by [André Breton](/artist/andre-breton) in 1924. Taking pure psychic automatism as the ideal state of man, Surrealists believed that one could express the true functioning of thought in the unconscious. Initially, the most important aspect of the unconscious was desire, which they felt was central to humanity—the authentic voice of the inner self and the key to understanding human beings. Dreams, childhood, madness, non-Western art, and chance situations became central to discovering the irrational in Surrealist art.",FALSE
4d90d190dcdd5f44a5000044,fauvism,Fauvism,Styles and Movements,"The first modern-art movement of the 20th century, characterized by an expressive, often rough style of painting emphasizing bright colors and simplified forms and inspired by such Post-Impressionists as [Paul Gauguin](/artist/paul-gauguin), [Paul Cézanne](/artist/paul-cezanne), and [Vincent van Gogh](/artist/vincent-van-gogh). The first Fauvist exhibition, at the Salon d’Automne in 1905, began the long tradition of modern and contemporary art, shocking the public and prompting the critic Louis Vauxcelles (who also gave [Cubism](/gene/cubism) its name) to dub the painters fauves, French for “wild beasts.” [Henri Matisse](/artist/henri-matisse), who would become one of the most important figures in modern art, was the most significant member of the group. By 1908 in France, Fauvism had been eclipsed by Cubism as the most powerful influence on avant-garde artists.",FALSE
4d90d191dcdd5f44a500004f,institutional-critique,Institutional Critique,Subject Matter,"The critique of art institutions, such as museums, galleries, private collections, or publications, through artworks. A frequent target of avant-garde attacks since the late 19th-century, the institutions of art were condemned perhaps most fervently in the _Futurist Manifesto_ (1909), which called upon artists to “set fire to the library shelves! Turn aside the canals to flood the museums!” The term “institutional critique,” however, has come to designate a strand of conceptual art beginning in the 1960s and associated with [Michael Asher](/artist/michael-asher), [Marcel Broodthaers](/artist/marcel-broodthaers), [Daniel Buren](/artist/daniel-buren), and [Hans Haacke](/artist/hans-haacke). These artists sought to expose the ideologies and power structures underlying the circulation, display, and discussion of art. In his seminal 1972 work _the eagle from the Oligocene to the present_, for example, Broodthaers brought together 266 found objects and displayed a wall text alongside each one that read “This is not a work of art,” thus questioning museums’ role in exhibiting and conferring status to artworks, as well as the role of the artist as the maker of original artworks. ",FALSE
4d90d191dcdd5f44a5000058,neo-dada,Neo-Dada,Styles and Movements,"A style appearing in the United States in the late 1950s that in its methods and concerns recalls [Dada](/gene/dada), whose ideas were introduced to American artists by the composer John Cage. Rejecting the overblown rhetoric and adamant nonfiguration of Abstract Expressionism, which then dominated the American avant-garde, Neo-Dadists embraced depictions of the real world and strove to integrate art and life through the use of real objects in paintings and sculpture. Two principal adherents are [Robert Rauschenberg](/artist/robert-rauschenberg) and [Jasper Johns](/artist/jasper-johns).",FALSE
4d90d192dcdd5f44a500006d,pittura-metafisica,Pittura Metafisica,Styles and Movements,"Pittura Metafisica or Arte Metafisica (""Metaphysical Painting"" or ""Metaphysical Art"") is associated with Italian painters [Carlo Carrà](/artist/carlo-carra) and [Giorgio de Chirico](/artist/giorgio-de-chirico). While Western European art, and in particular [Cubism](/gene/cubism), was tending towards increasing abstraction and flatness around the time of World War I, Pittura Metafisica was figurative, adopting the classical paradigm of modeled forms in illusionistic space to explore what de Chirico called “a new metaphysical psychology of objects.” Marked by a strong sense of solitude and melancholy, the uncanny and dreamlike urban spaces and enigmatic iconography characteristic of this work speak to these artists’ interest in exploring space as the “astronomy of objects,” revealing prophetic relationships behind the artifice of appearances. Their embrace of motifs from classical antiquity foreshadowed a [broad European interest during the postwar period](/gene/post-world-war-i-european-classicism) in the enduring past and Neoclassical modes of representation.",FALSE
4d90d18fdcdd5f44a5000025,1970-present,1970–present,Time Periods,"Contemporary art refers to work made by living artists.  By this definition, all art has been contemporary at the moment of its creation.  However, the art world often narrowly limits the use of this term to artwork made after 1970 as a successor to [modern art](/gene/modern-1).  Distinguished by a lack of medium specificity and ideological “-isms,” contemporary art reflects the diversity of our current culture and society.  Today’s artists are responding to complex concepts such as [identity politics](/gene/identity-politics-1), [institutional critique](/institutional-critique), and [globalization](/gene/globalization), often through artwork with challenging aesthetics.  Defying the status quo, contemporaries like [Tania Bruguera](/artist/tania-bruguera), [Kara Walker](/artist/kara-walker), and [Ai Weiwei](/artist/ai-weiwei) are forging paths for [emerging talents](/gene/emerging-art) and future provocateurs.",FALSE
4d90d191dcdd5f44a500005a,neue-sachlichkeit,Neue Sachlichkeit,Styles and Movements,"The “New Objectivity"" movement—as it is typically translated—emerged in 1920s Weimar Germany as an umbrella term for a new modern, urban sensibility. Though most closely associated with the biting cultural satires of painters like [Max Beckmann](/artist/max-beckmann), [Otto Dix](/artist/otto-dix), and [George Grosz](/artist/george-grosz), the movement’s stark realism also found expression in the photographs of [August Sander](/artist/august-sander) and Albert-Renger Patzsch. Abandoning aestheticizing techniques, these artists presented a sober portrait of contemporary society. While critics derided its distanced, sterile vision of daily life, advocates like Thomas Mann prided its ability to bring to light marginal places, objects, and members of society.",FALSE
4d90d192dcdd5f44a500006e,social-realism,Social Realism,Styles and Movements,"Art drawing attention to social injustice, exemplified by the work of American artists of the 1920s and ’30s like [Ben Shahn](/artist/ben-shahn), [Thomas Hart Benton](/artist/thomas-hart-benton), [Walker Evans](/artist/walker-evans), and Dorothea Lange, as well [Ashcan School](/gene/ashcan-school) painters. The label has also been applied to the approach of 19th-century French Realism, the [Mexican muralism](/gene/mexican-muralism) of the 1920s and ‘30s, and the [Neue Sachlichkeit](/gene/neue-sachlichkeit) of Weimar Germany.",FALSE
4d90d193dcdd5f44a5000072,symbolism,Symbolism,Styles and Movements,"A late 19th-century European movement, generally rooted in Romanticism, that was originally literary but expanded to the visual arts, where it was manifested as the painting of ideas. Although the term itself was much debated and the works to which it applied involved a vast array of concepts and concerns, Symbolism generally sought to counter 19th-century materialist thought and the Industrial Revolution with an involvement in emotions, the artificial and unnatural, spiritual life, and earlier models of experience. ",FALSE
4d90d18fdcdd5f44a5000030,arts-and-crafts-movement,Arts and Crafts Movement,Design Movements,"A movement that emerged during the late 19th century in reaction to the Industrial Revolution in England, at the time the most industrialized nation in the world. It focused on craftsmanship and forms of art and design belonging to the age before mass production. Although the movement did not promote a specific style, many Arts & Crafts works emphasize ties to medieval architecture and nature and stress formal simplicity.",FALSE
